step_count,active_time,update_time,create_time,speed,distance,calorie
3435,2062383,2020-10-09 16:06:11,2020-10-08 21:17:37,1.2417285,2560.92,110.86
4814,2481650,2021-04-06 15:41:47,2021-04-06 3:28:52,1.4931477,3705.47,169.04999
3799,2029104,2021-07-30 17:07:21,2021-07-29 23:55:04,1.4555044,2953.37,148.58
3155,1697437,2021-01-18 17:35:01,2021-01-18 2:53:21,1.4642308,2485.44,115.979996
2327,1328976,2021-09-18 4:00:24,2021-09-18 4:00:24,1.3217915,1756.63,91.549995
1286,743130,2021-04-18 8:16:51,2021-04-18 1:48:24,1.3030423,968.33,46.109997
1066,633193,2021-06-12 18:30:01,2021-06-12 18:30:01,1.2580669,796.6,38.859997
1502,839048,2021-02-02 18:30:01,2021-02-02 18:30:01,1.3639382,1144.41,51.16
2953,1627577,2021-04-19 17:38:30,2021-04-19 3:40:43,1.3821766,2249.5999,104.999985
503,303410,2020-12-18 18:01:40,2020-12-18 6:07:11,1.2343324,374.50998,17.359999
2294,1294468,2021-09-25 3:57:34,2021-09-24 15:29:05,1.3370197,1730.73,90.13
1228,744152,2020-12-23 17:57:04,2020-12-23 2:18:10,1.2268592,912.97,42.35
760,443051,2021-04-29 17:01:34,2021-04-29 2:27:45,1.2834392,568.63,27.539999
1467,874881,2020-10-11 17:54:30,2020-10-10 19:36:01,1.2511864,1094.64,49.19
1104,656176,2021-01-13 16:48:03,2021-01-13 2:09:12,1.2557453,823.99,38.07
996,502537,2021-04-16 14:53:39,2021-04-16 9:45:01,1.5616934,784.81,34.850002
4867,2747169,2021-06-14 18:30:02,2021-06-14 18:30:02,1.3461603,3698.1301,177.18996
8207,5134934,2020-12-13 18:30:03,2020-12-13 18:30:03,1.1799119,6058.77,297.19998
2711,1561659,2020-12-09 16:06:28,2020-12-09 2:18:44,1.3089726,2044.17,92.41999
1018,595183,2020-09-18 13:46:01,2020-09-18 2:21:30,1.2868963,765.94,32.89
2537,1473687,2021-06-27 16:22:29,2021-06-27 0:40:51,1.2951118,1908.59,92.78
6327,3521953,2020-09-22 18:56:11,2020-09-22 18:56:11,1.3874002,4886.36,210.62999
768,443112,2021-06-04 17:51:10,2021-06-04 0:49:20,1.3023113,577.07,27.599995
2068,1157310,2021-04-02 18:00:09,2021-04-01 19:49:27,1.3527826,1565.59,72.34
1931,1151511,2020-12-27 15:51:26,2020-12-27 3:18:28,1.2578515,1448.43,67.06
2141,1191629,2020-11-18 18:30:03,2020-11-18 18:30:03,1.3609935,1621.8,71.24
5628,3073154,2021-02-22 15:57:01,2021-02-21 22:30:44,1.3962882,4291.01,179.33998
2592,1601193,2021-09-07 4:00:02,2021-09-07 4:00:02,1.1967889,1916.29,100.93
2932,1602173,2021-04-20 14:55:31,2021-04-20 3:20:41,1.3955604,2235.93,101.94999
1174,700135,2021-06-08 18:30:01,2021-06-08 18:30:01,1.2565851,879.78,43.63
1678,952719,2020-09-11 17:37:18,2020-09-11 2:20:20,1.3742138,1309.24,69.79
810,484163,2020-11-16 18:30:01,2020-11-16 18:30:01,1.2487724,604.61,27.91
7744,4770904,2021-10-10 4:00:02,2021-10-10 4:00:02,1.2020193,5734.72,305.02997
1875,1104484,2021-08-04 5:00:35,2021-08-03 2:19:05,1.269742,1402.41,73.95
1504,861039,2020-11-30 17:37:42,2020-11-30 2:40:13,1.3175119,1134.4299,50.389996
1149,691130,2021-05-06 16:54:39,2021-05-06 1:46:07,1.2435848,859.48,42.649998
2307,1368267,2021-09-19 3:10:17,2021-09-18 4:14:47,1.25569,1718.1201,90.67
1132,688046,2021-06-10 15:58:14,2021-06-10 1:09:26,1.2207019,839.89996,41.739998
6266,3819533,2020-09-09 16:14:24,2020-09-09 0:04:30,1.2504591,4776.17,254.75
3685,2266659,2020-10-15 15:40:14,2020-10-15 2:21:15,1.2117877,2746.71,127.78999
1643,967681,2021-06-26 18:30:01,2021-06-26 18:30:01,1.28006,1238.69,59.929996
2103,1265717,2021-01-08 19:02:58,2021-01-08 19:02:58,1.2433187,1573.6901,73.159996
3793,2012962,2020-09-19 18:30:02,2020-09-19 18:30:02,1.4678564,2954.74,126.02999
4034,2291132,2021-07-25 16:45:45,2021-07-25 3:09:32,1.3275136,3041.51,157.91
1216,703443,2020-11-06 16:33:41,2020-11-06 3:12:46,1.3189825,927.83,42.639996
645,394661,2021-05-20 16:02:17,2021-05-20 2:08:54,1.215902,479.87,23.679998
1232,737351,2021-01-25 18:30:01,2021-01-25 18:30:01,1.2490793,921.01,42.429996
381,244705,2020-09-26 18:30:03,2020-09-26 18:30:03,1.1448462,280.15,12.13
4231,2377760,2021-07-27 18:30:01,2021-07-27 18:30:01,1.3532441,3217.69,166.06999
7337,4083706,2021-09-21 3:23:37,2021-09-20 14:48:08,1.3604797,5555.8,289.49997
3382,1993359,2021-07-01 17:25:08,2021-07-01 0:55:46,1.2747979,2541.1301,123.99
861,515335,2021-02-15 17:04:54,2021-02-15 3:02:52,1.2464305,642.32996,29.429996
2011,1159808,2021-09-30 3:55:02,2021-09-29 4:48:35,1.2997836,1507.5,79.42
1463,787711,2021-03-28 17:42:15,2021-03-28 2:19:28,1.445034,1138.27,55.039997
3371,1908078,2021-03-20 18:08:27,2021-03-19 18:39:22,1.3393843,2555.65,122.229996
2686,1500309,2020-12-26 18:30:02,2020-12-26 18:30:02,1.3624392,2044.08,90.64
2222,1235302,2020-11-27 18:09:34,2020-11-27 5:14:13,1.3629861,1683.7,73.78999
11856,6204071,2021-09-01 4:02:26,2021-09-01 4:00:01,1.4859174,9218.738,480.75986
3366,1927583,2021-03-13 18:30:02,2021-03-13 18:30:02,1.3198339,2544.09,121.49999
3285,1858138,2021-02-23 18:30:01,2021-02-23 18:30:01,1.3450074,2499.21,110.21999
3371,1908078,2021-03-20 18:33:11,2021-03-20 18:33:11,1.3393843,2555.65,122.229996
758,455375,2021-05-22 18:30:01,2021-05-22 18:30:01,1.2403597,564.83,28.089998
1618,874291,2020-12-03 17:01:40,2020-12-03 5:39:54,1.4886107,1301.48,64.62999
1084,639234,2021-04-27 18:30:19,2021-04-27 18:30:19,1.27382,814.26996,39.789997
2782,1623674,2021-09-15 2:13:10,2021-09-14 6:25:05,1.2799798,2078.27,109.439995
8181,4702824,2021-01-04 18:30:03,2021-01-04 18:30:03,1.312607,6172.96,273.37
3862,2413027,2020-10-23 16:41:17,2020-10-23 2:41:25,1.1874046,2865.24,136.56999
3674,2143189,2021-06-02 17:07:46,2021-06-02 0:59:40,1.2853925,2754.84,138.28
2294,1294468,2021-09-25 4:00:02,2021-09-25 4:00:02,1.3370197,1730.73,90.13
4254,2304446,2020-09-12 16:17:00,2020-09-12 1:56:52,1.4486605,3338.36,171.79999
13746,7490959,2021-08-24 2:31:46,2021-08-23 4:20:09,1.3993706,10482.628,541.4298
1467,874881,2020-10-11 18:30:02,2020-10-11 18:30:02,1.2511864,1094.64,49.19
4167,2226976,2021-03-25 14:56:11,2021-03-25 3:21:33,1.4295211,3183.51,138.56999
4066,2330601,2021-07-26 16:51:11,2021-07-26 2:21:51,1.3151715,3065.14,157.99
785,485590,2020-12-30 18:30:01,2020-12-30 18:30:01,1.2006836,583.04,27.74
1614,893620,2021-01-20 18:30:02,2021-01-20 18:30:02,1.4254044,1273.77,60.109997
5609,3326556,2020-10-18 18:08:15,2020-10-18 2:04:52,1.2632613,4202.31,192.62
900,587031,2021-01-23 18:30:01,2021-01-23 18:30:01,1.1323415,664.72,32.66
861,515335,2021-02-15 18:30:01,2021-02-15 18:30:01,1.2464305,642.32996,29.429996
2184,1251474,2021-06-29 18:30:02,2021-06-29 18:30:02,1.318892,1650.56,78.59
3284,1824636,2020-10-29 18:30:01,2020-10-29 18:30:01,1.3645071,2489.73,108.46999
1889,1118748,2020-10-14 16:13:26,2020-10-14 1:37:40,1.2673441,1417.84,65.53
1840,1069853,2020-12-29 15:40:16,2020-12-28 18:47:48,1.3193395,1411.5,65.94999
5154,2935436,2021-07-18 16:53:04,2021-07-18 4:01:42,1.3399302,3933.28,200.48
545,323014,2021-05-24 17:23:10,2021-05-24 2:56:05,1.2608428,407.27,19.48
3048,1751553,2020-10-21 18:31:05,2020-10-21 18:31:05,1.308284,2291.53,103.619995
3264,1947687,2020-11-15 18:13:12,2020-11-14 21:31:40,1.2469404,2428.6501,111.39998
3377,2108617,2021-07-19 14:45:13,2021-07-19 1:54:51,1.1829407,2494.37,130.44
1066,633193,2021-06-12 16:13:33,2021-06-12 3:28:54,1.2580669,796.6,38.859997
10069,5563439,2021-08-19 4:00:01,2021-08-19 4:00:01,1.3868921,7715.89,404.73996
2182,1209293,2020-10-30 18:30:02,2020-10-30 18:30:02,1.3754975,1663.38,72.53
4174,2329271,2021-07-21 17:48:24,2021-07-21 5:05:02,1.357669,3162.38,163.04
1883,998273,2021-01-12 17:44:04,2021-01-12 2:15:10,1.5085646,1505.9601,69.159996
2997,1780500,2021-02-17 16:39:46,2021-02-16 19:05:47,1.2590896,2241.81,102.6
2823,1676188,2020-11-03 18:30:01,2020-11-03 18:30:01,1.2645358,2119.6,97.34
6657,3700492,2021-03-01 17:04:24,2021-03-01 1:35:17,1.3656507,5053.58,245.21999
2877,1637605,2021-01-16 16:37:17,2021-01-15 18:51:26,1.3378556,2190.8801,98.46998
1931,1151511,2020-12-27 18:30:01,2020-12-27 18:30:01,1.2578515,1448.43,67.06
943,570277,2021-09-24 3:02:46,2021-09-23 7:32:04,1.2232983,697.62,36.95
5803,3186189,2021-07-12 15:47:51,2021-07-12 3:28:15,1.38042,4398.28,226.62996
1145,673525,2020-12-07 16:07:32,2020-12-06 18:53:25,1.2706578,855.82,39.399998
2711,1561659,2020-12-09 18:30:03,2020-12-09 18:30:03,1.3089726,2044.17,92.41999
1196,692276,2021-02-08 18:30:01,2021-02-07 18:35:02,1.3054603,903.74,41.17
4191,2350563,2021-10-04 22:06:58,2021-10-04 4:06:54,1.3469964,3166.2,165.56998
3042,1673191,2021-02-11 16:23:01,2021-02-11 2:34:31,1.3804456,2309.75,96.899994
5845,3411106,2021-03-04 16:59:53,2021-03-04 1:50:59,1.2857763,4385.92,216.09
4731,2470758,2021-03-19 17:31:12,2021-03-19 2:43:24,1.480189,3657.19,160.01999
1305,782791,2021-06-24 15:44:25,2021-06-24 2:15:02,1.2366894,968.07,47.789997
2689,1511933,2020-09-23 18:30:01,2020-09-23 18:30:01,1.3447679,2033.2,85.20999
2182,1209293,2020-10-30 17:50:13,2020-10-30 2:35:39,1.3754975,1663.38,72.53
1083,651483,2021-06-16 15:18:05,2021-06-16 3:38:10,1.2610133,821.53,41.18
1039,600550,2021-02-03 18:30:01,2021-02-03 18:30:01,1.3020715,781.96,35.42
1846,1111630,2021-06-19 16:49:34,2021-06-19 2:24:43,1.2387027,1376.98,68.32
1454,855561,2021-05-26 18:18:02,2021-05-25 19:33:22,1.2780492,1093.45,53.17
1966,1201398,2021-10-01 4:00:02,2021-10-01 4:00:02,1.2129697,1457.26,76.38
2974,1748274,2020-10-01 16:46:23,2020-10-01 1:51:55,1.2692572,2219.01,92.07997
1679,1004464,2020-09-04 18:13:35,2020-09-04 12:30:35,1.2713245,1276.9999,64.51999
1694,1003888,2020-11-13 18:30:02,2020-11-13 18:30:02,1.2654196,1270.34,58.679996
2435,1415070,2020-11-19 18:30:01,2020-11-19 18:30:01,1.290671,1826.39,82.7
2726,1634538,2020-09-24 15:58:26,2020-09-24 3:57:35,1.2483522,2040.48,87.38999
9012,5081327,2021-09-03 4:00:04,2021-09-03 4:00:04,1.3415115,6816.6597,355.3799
3799,2029104,2021-07-30 18:30:02,2021-07-30 18:30:02,1.4555044,2953.37,148.58
1719,978329,2021-01-22 18:30:01,2021-01-22 18:30:01,1.3243384,1295.64,57.129993
4034,2291132,2021-07-25 18:31:10,2021-07-25 18:31:10,1.3275136,3041.51,157.91
4630,2578238,2021-03-07 18:30:01,2021-03-07 18:30:01,1.3674687,3525.66,163.29
9547,5468585,2021-03-08 18:30:02,2021-03-08 18:30:02,1.3165745,7199.8,341.05997
428,243876,2021-09-13 4:00:02,2021-09-13 4:00:02,1.3237433,322.83,16.539999
3698,2129167,2020-11-02 18:30:31,2020-11-02 1:45:01,1.3114842,2792.37,124.93
1788,1032462,2021-05-30 18:30:01,2021-05-30 18:30:01,1.3033115,1345.62,63.879997
1132,688046,2021-06-10 20:26:23,2021-06-10 20:26:23,1.2207019,839.89996,41.739998
4461,2497349,2021-07-10 13:59:58,2021-07-10 3:42:50,1.3546079,3382.93,174.78998
1232,703322,2021-06-22 15:57:52,2021-06-21 18:37:20,1.3230911,930.56,44.559998
704,402382,2021-05-27 17:37:34,2021-05-27 1:09:23,1.3164828,529.73,25.18
4780,2442559,2021-03-18 18:30:02,2021-03-18 18:30:02,1.5130357,3695.68,155.81999
626,373873,2021-05-18 18:30:01,2021-05-18 18:30:01,1.2487922,466.88998,22.630001
2998,1636570,2021-08-23 4:01:41,2021-08-23 4:01:41,1.393903,2281.22,117.69999
3032,1765897,2020-10-25 18:07:36,2020-10-25 1:23:34,1.2964398,2289.3801,105.28999
939,533381,2020-12-24 16:32:02,2020-12-24 2:33:31,1.3353864,712.27,31.98
1889,1118748,2020-10-14 18:30:02,2020-10-14 18:30:02,1.2673441,1417.84,65.53
5845,3411106,2021-03-04 18:30:01,2021-03-04 18:30:01,1.2857763,4385.92,216.09
1210,742993,2020-09-10 15:29:07,2020-09-10 1:59:35,1.2447895,924.87,49.94
5154,2935436,2021-07-18 18:30:02,2021-07-18 18:30:02,1.3399302,3933.28,200.48
2228,1100191,2021-04-07 16:20:52,2021-04-07 4:06:03,1.664346,1831.0999,88.74999
2103,1265717,2021-01-08 16:51:01,2021-01-08 2:31:55,1.2433187,1573.6901,73.159996
6440,3378311,2021-03-09 14:54:50,2021-03-08 18:34:17,1.4687543,4961.9097,219.4
3384,1966846,2020-11-08 18:30:01,2020-11-08 18:30:01,1.3040876,2564.94,116.969986
1167,622224,2020-12-11 18:30:03,2020-12-11 18:30:03,1.4903774,927.35,42.739983
3435,2062383,2020-10-09 18:30:01,2020-10-09 18:30:01,1.2417285,2560.92,110.86
1836,1057541,2020-09-25 18:30:02,2020-09-25 18:30:02,1.3083744,1383.66,59.189995
676,413316,2021-05-16 18:30:02,2021-05-16 18:30:02,1.2119763,500.93002,25.050001
857,486371,2021-04-23 17:30:01,2021-04-22 19:48:17,1.3353771,649.49,30.83
3285,1858138,2021-02-23 17:24:13,2021-02-23 2:28:27,1.3450074,2499.21,110.21999
166,76807,2021-04-13 16:26:21,2021-04-13 16:26:21,1.7222222,132.28,5.12
5626,3096593,2020-10-28 17:13:34,2020-10-27 23:53:57,1.4104179,4367.4897,199.31998
2782,1623674,2021-09-15 4:00:03,2021-09-15 4:00:03,1.2799798,2078.27,109.439995
4136,2378983,2021-05-28 18:30:02,2021-05-28 18:30:02,1.30499,3104.55,157.53
1659,964564,2021-06-15 18:00:06,2021-06-15 0:42:44,1.2882394,1242.59,61.929993
1689,901496,2021-03-21 18:31:28,2021-03-21 18:31:28,1.4608375,1316.94,61.559998
1897,1088312,2020-10-12 16:43:44,2020-10-12 4:03:08,1.3166345,1432.91,64.479996
770,454367,2021-05-01 16:53:27,2021-05-01 1:38:05,1.27014,577.11,27.759998
4859,2650004,2021-09-09 4:00:01,2021-09-09 4:00:01,1.3991181,3707.6694,191.49997
1502,839048,2021-02-02 18:00:15,2021-02-02 2:32:14,1.3639382,1144.41,51.16
1608,953652,2021-05-13 18:30:01,2021-05-13 18:30:01,1.2682183,1209.44,59.64
1974,1137152,2021-10-07 4:00:05,2021-10-07 4:00:05,1.2996141,1477.86,77.489975
870,511332,2020-11-26 18:30:02,2020-11-26 18:30:02,1.2739658,651.42,29.749998
1352,790809,2021-04-25 18:14:54,2021-04-24 19:10:51,1.2792586,1011.65,49.329998
1570,904482,2021-02-04 18:30:01,2021-02-04 18:30:01,1.3026344,1178.21,52.579998
4484,2440054,2021-07-09 17:05:05,2021-07-09 4:05:20,1.4026121,3422.45,175.99997
645,394661,2021-05-20 18:30:05,2021-05-20 18:30:05,1.215902,479.87,23.679998
6796,3942604,2021-07-15 18:30:01,2021-07-15 18:30:01,1.2950324,5105.8,264.37
7429,3957464,2021-07-06 16:00:56,2021-07-06 2:30:02,1.4314519,5664.92,293.84998
3601,1864282,2021-03-23 14:51:17,2021-03-23 3:21:28,1.4891309,2776.16,116.72999
280,177516,2021-10-09 3:21:36,2021-10-08 5:06:45,1.1622562,206.32,10.53
1228,744152,2020-12-23 18:30:01,2020-12-23 18:30:01,1.2268592,912.97,42.35
3675,2108072,2021-09-10 4:00:09,2021-09-10 4:00:09,1.3122034,2766.22,144.43001
2408,1408265,2021-01-26 18:30:01,2021-01-26 18:30:01,1.2844527,1808.85,82.61
1227,689400,2020-12-19 17:57:11,2020-12-18 18:59:38,1.3925289,960.01,44.609997
5855,3237460,2021-08-26 2:54:47,2021-08-25 13:45:38,1.388993,4496.8096,236.56995
6465,3874875,2021-03-06 18:42:46,2021-03-06 18:42:46,1.2440863,4820.68,240.29997
6266,3819533,2020-09-09 19:15:34,2020-09-09 19:15:34,1.2504591,4776.17,254.75
3366,1770169,2021-09-27 4:00:02,2021-09-27 4:00:02,1.4600012,2584.45,132.4
11692,6296824,2021-08-28 2:40:56,2021-08-27 15:35:12,1.4356171,9039.829,465.87988
2956,1647461,2021-02-20 18:30:01,2021-02-20 18:30:01,1.369203,2255.71,98.34
770,454367,2021-05-01 18:30:01,2021-05-01 18:30:01,1.27014,577.11,27.759998
3306,1894854,2021-06-18 16:35:20,2021-06-17 22:33:34,1.3315531,2523.1,130.80998
2300,1209524,2020-11-11 18:30:04,2020-11-11 18:30:04,1.4952731,1808.5701,82.72998
1057,649733,2020-12-20 18:30:01,2020-12-20 18:30:01,1.2092813,785.70996,36.839996
3144,1800011,2021-06-23 18:30:03,2021-06-23 18:30:03,1.3225529,2380.6099,120.51
691,411459,2021-01-05 18:12:43,2021-01-05 2:32:20,1.2608544,518.79004,23.709997
3969,2042642,2021-09-12 4:00:01,2021-09-12 4:00:01,1.5400345,3145.7397,165.55998
5207,2849368,2021-03-29 16:57:39,2021-03-28 19:15:42,1.3925927,3968.01,178.7
2499,1496905,2020-11-17 17:47:20,2020-11-17 2:02:18,1.2436187,1861.58,89.71
1211,708329,2021-06-05 16:28:46,2021-06-05 0:49:03,1.2858136,910.78,43.949997
1679,1004464,2020-09-04 18:30:01,2020-09-04 18:30:01,1.2713245,1276.9999,64.51999
3349,2032251,2021-08-22 2:22:04,2021-08-21 4:55:02,1.2251685,2489.85,131.54
3174,1827490,2021-04-30 18:30:01,2021-04-30 18:30:01,1.3042477,2383.5,121.799995
2408,1408265,2021-01-26 15:57:01,2021-01-26 1:26:26,1.2844527,1808.85,82.61
1400,775558,2020-12-04 15:37:30,2020-12-04 5:39:30,1.3668091,1060.0399,45.76
1145,673525,2020-12-07 19:14:41,2020-12-07 19:14:41,1.2706578,855.82,39.399998
2932,1602173,2021-04-20 18:30:01,2021-04-20 18:30:01,1.3955604,2235.93,101.94999
2682,1399368,2021-02-26 18:30:02,2021-02-26 18:30:02,1.4805819,2071.88,90.09
3377,2108617,2021-07-19 18:30:02,2021-07-19 18:30:02,1.1829407,2494.37,130.44
1213,733427,2021-05-02 18:30:01,2021-05-02 18:30:01,1.2304292,902.43,44.28
2745,1482854,2021-02-12 18:30:01,2021-02-12 18:30:01,1.458538,2162.8,99.52
1166,674554,2020-09-08 17:32:25,2020-09-08 2:43:02,1.3457776,907.8,48.399998
7172,4046333,2021-07-17 18:30:02,2021-07-17 18:30:02,1.339052,5418.25,280.52
4531,2591359,2021-02-28 18:30:01,2021-02-28 18:30:01,1.3236063,3429.94,172.35997
1686,987323,2021-05-21 18:30:02,2021-05-21 18:30:02,1.2968093,1280.37,62.84
1723,989823,2020-11-28 18:30:01,2020-11-28 18:30:01,1.3152851,1301.8999,57.729992
5745,3311179,2021-07-24 17:32:38,2021-07-23 23:01:39,1.3137703,4350.13,225.48
1167,661315,2021-01-21 18:30:01,2021-01-21 18:30:01,1.3342959,882.39,39.32
2671,1539578,2020-10-06 18:30:01,2020-10-06 18:30:01,1.3034735,2006.7999,84.96
1224,740315,2021-01-01 18:30:01,2020-12-31 18:30:58,1.2344466,913.88,42.399998
246,125353,2021-04-12 17:15:03,2021-04-11 19:59:17,1.5320665,192.05,8.04
7429,3957464,2021-07-06 18:30:03,2021-07-06 18:30:03,1.4314519,5664.92,293.84998
3950,2157878,2021-09-16 4:00:01,2021-09-16 4:00:01,1.4203627,3064.97,160.17
2141,1191629,2020-11-18 17:31:40,2020-11-17 20:26:22,1.3609935,1621.8,71.24
2273,1320015,2021-09-22 2:41:50,2021-09-21 4:46:45,1.2969619,1712.01,90.33999
7530,4390105,2021-10-06 4:00:01,2021-10-06 4:00:01,1.3004197,5708.98,302.72998
2929,1610031,2021-09-02 1:46:18,2021-09-01 4:02:27,1.382383,2225.6797,115.68998
3722,2079613,2021-08-09 4:11:56,2021-08-08 13:32:22,1.3547755,2817.41,147.97
2365,1308768,2020-09-14 18:30:01,2020-09-14 18:30:01,1.4195554,1857.8701,97.47998
3048,1751553,2020-10-21 14:40:05,2020-10-20 19:13:23,1.308284,2291.53,103.619995
13088,7201121,2021-09-26 3:37:00,2021-09-25 4:17:39,1.3924524,10027.22,528.8499
3636,2044397,2021-08-11 4:56:28,2021-08-10 11:22:31,1.3439215,2747.51,143.35999
725,441441,2021-08-16 4:00:02,2021-08-16 4:00:02,1.2259839,541.2,27.63
1911,1149718,2021-07-20 17:39:46,2021-07-20 2:19:04,1.237468,1422.74,72.58
2493,1450652,2020-10-13 18:30:03,2020-10-13 18:30:03,1.2908257,1872.54,83.44998
9863,5732811,2021-08-17 3:50:46,2021-08-16 16:58:51,1.2889051,7389.05,390.14996
2493,1450652,2020-10-13 16:42:26,2020-10-13 1:38:06,1.2908257,1872.54,83.44998
3724,2106117,2021-05-05 17:01:26,2021-05-05 1:31:19,1.3383344,2818.69,143.5
1021,601421,2020-11-05 18:30:41,2020-11-05 18:30:41,1.2839905,772.22003,35.839996
1084,627504,2020-12-17 16:43:31,2020-12-16 19:36:25,1.301856,816.92004,36.589996
6721,3494351,2021-08-10 5:00:02,2021-08-10 5:00:02,1.4793557,5169.3896,265.31998
1911,1149718,2021-07-20 18:30:01,2021-07-20 18:30:01,1.237468,1422.74,72.58
1358,796163,2021-10-08 3:54:37,2021-10-07 20:31:59,1.2818856,1020.59,53.57
1730,971339,2021-07-22 18:30:01,2021-07-22 18:30:01,1.3759962,1336.56,67.9
1659,964564,2021-06-15 18:30:01,2021-06-15 18:30:01,1.2882394,1242.59,61.929993
3382,1993359,2021-07-01 18:30:01,2021-07-01 18:30:01,1.2747979,2541.1301,123.99
1570,909084,2021-06-21 15:31:59,2021-06-20 19:02:48,1.2966125,1178.73,59.12
1213,733427,2021-05-02 16:55:14,2021-05-02 3:08:31,1.2304292,902.43,44.28
3675,2108072,2021-09-10 1:58:53,2021-09-09 15:25:11,1.3122034,2766.22,144.43001
5330,3185216,2020-11-21 18:22:38,2020-11-20 19:22:55,1.255808,4000.02,184.43
4367,2416844,2021-04-05 18:30:02,2021-04-05 18:30:02,1.3752191,3323.69,166.46999
2682,1399368,2021-02-26 10:21:58,2021-02-26 2:27:56,1.4805819,2071.88,90.09
4867,2747169,2021-06-14 15:10:33,2021-06-14 1:07:59,1.3461603,3698.1301,177.18996
3273,1805480,2021-01-03 18:30:02,2021-01-03 3:23:25,1.3885663,2507.03,109.299995
4367,2416844,2021-04-05 14:54:32,2021-04-04 19:48:17,1.3752191,3323.69,166.46999
1616,950896,2021-01-27 18:08:01,2021-01-26 18:42:36,1.279413,1216.59,55.539997
2726,1634538,2020-09-24 18:30:01,2020-09-24 18:30:01,1.2483522,2040.48,87.38999
1359,786358,2021-05-10 16:17:18,2021-05-10 1:54:47,1.3039849,1025.4,49.25
1506,859893,2020-12-05 18:30:01,2020-12-05 18:30:01,1.3457475,1157.2001,53.699993
4768,2640584,2020-11-09 18:30:02,2020-11-09 18:30:02,1.3716735,3622.0198,156.13998
2866,1720616,2020-12-21 18:30:03,2020-12-21 18:30:03,1.242729,2138.26,97.899994
2473,1359264,2020-09-21 18:30:01,2020-09-21 18:30:01,1.3998085,1902.7101,80.45
3141,1921742,2020-10-20 18:30:02,2020-10-20 18:30:02,1.2262882,2356.61,113.31999
6951,3819027,2021-02-07 18:35:02,2021-02-07 18:30:01,1.3923439,5317.3994,228.74995
1400,775558,2020-12-04 18:34:56,2020-12-04 18:34:56,1.3668091,1060.0399,45.76
3793,2012962,2020-09-19 17:38:33,2020-09-19 5:35:01,1.4678564,2954.74,126.02999
349,208298,2020-09-16 18:30:02,2020-09-15 23:33:15,1.2565622,261.74,11.5
2924,1570703,2021-06-25 18:14:06,2021-06-24 19:40:57,1.4302894,2246.56,100.579994
1504,861039,2020-11-30 18:30:02,2020-11-30 18:30:02,1.3175119,1134.4299,50.389996
3940,2185412,2021-07-13 18:30:01,2021-07-13 18:30:01,1.3762068,3007.58,154.84
3001,1809159,2020-11-01 18:30:01,2020-10-31 18:30:29,1.236895,2237.74,103.979996
1429,859556,2021-06-20 15:58:55,2021-06-19 19:41:54,1.2399307,1065.79,52.679996
2681,1605830,2021-05-04 18:13:34,2021-05-04 2:12:05,1.2403926,1991.86,102.49
5923,3164663,2021-03-16 18:30:02,2021-03-16 18:30:02,1.4314253,4529.98,211.21999
1544,936299,2020-12-12 18:30:03,2020-12-12 18:30:03,1.2256118,1147.54,52.929996
2790,1608142,2020-09-30 18:30:01,2020-09-30 18:30:01,1.3031429,2095.64,87.88
1673,1005143,2021-08-29 3:54:01,2021-08-28 12:12:46,1.2412063,1247.59,64.20999
2011,1159808,2021-09-30 4:00:01,2021-09-30 4:00:01,1.2997836,1507.5,79.42
943,570277,2021-09-24 4:00:01,2021-09-24 4:00:01,1.2232983,697.62,36.95
2956,1647461,2021-02-20 18:09:05,2021-02-20 2:18:14,1.369203,2255.71,98.34
6465,3874875,2021-03-06 15:48:32,2021-03-06 3:45:36,1.2440863,4820.68,240.29997
1618,874291,2020-12-03 18:30:02,2020-12-03 18:30:02,1.4886107,1301.48,64.62999
4859,2650004,2021-09-09 3:29:45,2021-09-08 15:17:38,1.3991181,3707.6694,191.49997
1823,1050542,2021-01-19 18:30:02,2021-01-19 18:30:02,1.3289044,1396.07,65.15999
2005,1158151,2021-01-17 18:02:01,2021-01-16 19:45:27,1.3023946,1508.37,66.78
725,441441,2021-08-16 2:20:52,2021-08-15 13:43:15,1.2259839,541.2,27.63
5224,2987376,2021-03-11 18:30:01,2021-03-11 18:30:01,1.3246907,3957.3499,192.57999
2912,1805595,2020-10-02 16:36:27,2020-10-02 2:14:10,1.1963258,2160.08,95.34
3133,1732805,2021-03-14 18:19:08,2021-03-14 2:40:37,1.3862666,2402.13,112.55999
356,204178,2021-10-11 1:46:51,2021-10-10 4:04:34,1.3200223,269.52002,13.75
1167,661315,2021-01-21 17:56:01,2021-01-20 19:07:40,1.3342959,882.39,39.32
1913,1127446,2021-01-10 17:44:57,2021-01-09 18:51:41,1.2725219,1434.7,65.93
1091,651944,2021-05-31 18:30:01,2021-05-31 18:30:01,1.2475915,813.36,39.91
1723,989823,2020-11-28 16:32:18,2020-11-28 2:44:16,1.3152851,1301.8999,57.729992
2536,1491986,2021-06-17 18:30:01,2021-06-17 18:30:01,1.26904,1893.39,96.689964
5609,3326556,2020-10-18 18:30:01,2020-10-18 18:30:01,1.2632613,4202.31,192.62
3599,2150972,2021-07-28 18:30:02,2021-07-28 18:30:02,1.2596024,2709.37,140.81999
2992,1789961,2020-10-10 17:12:26,2020-10-09 23:48:26,1.2471327,2232.32,96.85999
